propertyType,bedrooms,bathrooms,squareFeet,lot_size,oceanProximity,yearBuilt,price,has_garage,has_pool
Townhouse,5,1,2406,4099,NEAR OCEAN,1906,2140769,True,False
Apartment,3,1,1840,12834,NEAR OCEAN,1963,2247290,True,False
Apartment,1,3,2012,12580,INLAND,1986,1447744,False,False
Condo,1,2,1321,9867,INLAND,2018,1562270,True,False
Apartment,3,2,1989,9898,INLAND,2019,1430065,False,False
House,2,1,2714,14304,NEAR OCEAN,2022,1486415,True,False
Villa,1,3,2374,14277,NEAR OCEAN,2018,440042,True,False
Villa,3,2,2834,10433,<1H OCEAN,1976,1461094,True,False
Townhouse,4,1,3725,7789,NEAR OCEAN,1903,1261252,True,False
Apartment,5,1,2168,5749,NEAR BAY,1920,794819,True,True
House,1,1,2941,6746,NEAR BAY,1977,148922,False,True
Townhouse,4,3,2698,11626,INLAND,1935,1758773,False,False
Condo,1,1,833,14581,INLAND,2013,1604679,True,True
Townhouse,2,2,3648,9195,NEAR OCEAN,1906,471125,False,True
Townhouse,3,3,3263,3433,NEAR BAY,1976,368095,True,True
Apartment,1,2,2313,8502,<1H OCEAN,1934,2931045,False,False
Condo,3,2,3371,14960,NEAR OCEAN,1948,1394069,False,True
Townhouse,1,2,1032,11631,NEAR OCEAN,1996,2608148,False,True
House,2,3,2422,6277,NEAR BAY,2020,1347028,True,False
House,2,2,2841,13160,INLAND,1910,1433190,True,False
Villa,4,1,3452,6887,INLAND,2014,1078821,True,True
Condo,2,1,2954,10103,NEAR BAY,2002,741855,True,False
Condo,3,2,2016,14954,NEAR BAY,1988,1964373,True,False
Villa,2,1,1321,7933,<1H OCEAN,2009,2456838,False,False
Townhouse,1,3,1436,9507,NEAR BAY,2002,773961,False,False
Condo,2,3,3634,6448,INLAND,2022,1147921,True,False
House,3,1,3866,14356,NEAR BAY,1923,2326799,True,False
House,1,1,3999,10668,NEAR BAY,1921,1770891,False,False
Apartment,4,3,1140,14612,<1H OCEAN,1942,227068,True,False
Condo,4,2,3544,13757,NEAR OCEAN,1950,1377403,False,False
Townhouse,4,3,858,11510,<1H OCEAN,2011,1145303,True,False
Villa,1,2,2815,7328,NEAR BAY,1948,823990,True,True
Villa,4,1,1385,7194,NEAR OCEAN,2021,2618685,True,False
Townhouse,2,1,2337,7350,NEAR BAY,2009,2091837,False,True
Apartment,1,2,1042,7696,NEAR OCEAN,2019,1315043,False,False
Villa,1,2,1027,14370,NEAR BAY,1921,992192,True,True
Condo,1,3,3407,5657,INLAND,1978,2324568,False,False
Apartment,5,2,1317,11480,NEAR OCEAN,1917,1788416,True,True
Condo,3,1,3402,2268,NEAR OCEAN,1943,359323,False,True
House,5,1,1968,4935,<1H OCEAN,2008,1785147,False,False
Apartment,5,1,926,14588,INLAND,1931,2441332,True,False
Villa,5,2,1134,11213,INLAND,1957,2530489,True,True
Apartment,3,2,1557,2089,INLAND,1955,2942236,True,False
Apartment,5,1,2231,3925,NEAR BAY,1999,286040,True,False
Apartment,4,2,2968,14647,NEAR BAY,1973,2284846,False,False
Apartment,1,3,2567,13265,NEAR OCEAN,1908,2714977,False,False
Condo,1,3,3548,5247,NEAR BAY,1962,495279,True,False
House,2,2,2108,3148,NEAR BAY,2007,2097050,False,False
Townhouse,4,2,3089,11794,NEAR OCEAN,1988,1637802,False,False
Apartment,3,1,2925,7297,<1H OCEAN,2020,1309098,False,False
Villa,1,2,2393,11994,NEAR BAY,1903,1218368,False,False
Apartment,5,1,3297,10196,INLAND,1937,1971105,False,False
Villa,2,3,2293,7932,INLAND,2009,2909376,True,False
Condo,2,2,2830,12356,NEAR BAY,1999,1127134,False,False
Villa,1,3,1064,5061,NEAR BAY,2021,974370,False,False
Townhouse,4,2,1481,2430,NEAR OCEAN,1941,2779123,False,False
House,2,2,3142,10581,NEAR BAY,2000,2846656,True,False
Villa,1,1,3812,10015,<1H OCEAN,2002,2475449,False,False
Villa,4,1,3737,13742,NEAR OCEAN,1906,1010320,False,True
House,1,2,1046,5542,INLAND,1941,152301,True,False
Townhouse,1,2,1223,3373,NEAR OCEAN,2017,834044,False,False
Apartment,4,1,1882,6839,NEAR BAY,1959,346721,False,False
Villa,4,3,2635,6179,NEAR BAY,1989,173969,False,False
House,4,2,1632,12840,<1H OCEAN,1919,815719,False,False
Condo,1,1,2281,13490,<1H OCEAN,1962,265319,True,False
House,2,2,810,2452,NEAR OCEAN,2008,1735142,False,False
Condo,3,1,3194,10514,INLAND,2010,1888275,True,False
Townhouse,3,3,2806,6014,NEAR OCEAN,1920,2128774,True,False
Apartment,1,2,3699,8049,NEAR OCEAN,1904,2754197,True,False
House,1,2,1828,7658,<1H OCEAN,2020,2539654,True,True
Villa,2,3,2540,12180,NEAR OCEAN,1929,1416016,False,False
Townhouse,4,2,3092,11320,<1H OCEAN,1962,2812878,True,False
House,1,2,3096,11301,<1H OCEAN,2011,1343796,False,False
Villa,5,2,1744,4550,NEAR OCEAN,1958,364084,True,False
House,4,1,1234,10697,<1H OCEAN,1937,1676134,True,True
Condo,1,1,2952,9028,NEAR BAY,1935,898012,True,False
House,5,2,3089,11371,NEAR BAY,1937,1502372,True,True
House,2,3,3366,2495,NEAR OCEAN,1922,2512702,True,False
House,5,3,2559,7036,INLAND,1922,1475933,True,False
Townhouse,1,2,3576,9137,INLAND,1957,2431191,True,False
House,3,1,1867,2385,NEAR BAY,1947,2966615,True,False
Villa,1,1,3897,13726,<1H OCEAN,2014,1460065,False,False
Condo,3,2,3028,5614,INLAND,1905,2224313,False,False
Condo,2,1,3451,6771,INLAND,2006,2775779,False,False
House,2,1,3275,9280,NEAR OCEAN,1945,819389,True,False
Townhouse,4,3,1067,3896,NEAR OCEAN,1986,494721,True,False
Townhouse,4,2,3705,14046,INLAND,1914,2387212,False,False
Villa,3,1,3427,9008,INLAND,1900,144366,False,False
House,3,1,3723,5517,NEAR BAY,1999,412047,True,False
Condo,2,1,2998,12526,NEAR OCEAN,2002,2242477,True,False
Townhouse,5,2,3447,14488,NEAR OCEAN,1991,2048982,True,False
House,3,2,2942,2810,INLAND,1973,2642499,True,False
Townhouse,3,1,1181,2882,NEAR BAY,1932,2307600,True,True
Townhouse,5,3,2621,11594,<1H OCEAN,2009,379348,True,False
Condo,4,3,1314,5794,NEAR OCEAN,1923,633493,True,True
Apartment,4,2,2543,11480,NEAR OCEAN,1969,446845,False,False
Villa,3,3,1729,7307,INLAND,1913,2381451,True,True
Villa,4,1,2437,11089,INLAND,2017,2693946,False,False
Condo,4,2,2248,12596,<1H OCEAN,1995,1555987,False,False
Townhouse,4,2,998,10121,NEAR OCEAN,1982,1915629,True,False
House,2,3,2855,11408,NEAR BAY,1969,1795322,False,True
Townhouse,1,2,2726,7229,NEAR BAY,1983,1320052,True,True
Condo,3,3,2580,4955,INLAND,1988,188738,True,False
Villa,3,3,1604,14214,NEAR BAY,1983,960477,False,False
Townhouse,2,1,2774,4953,NEAR BAY,1937,2323215,False,False
Villa,1,3,1126,5570,INLAND,1910,2922471,False,True
House,1,3,2513,7742,<1H OCEAN,1962,1707738,False,False
Villa,2,2,2417,7184,<1H OCEAN,1931,1355371,False,True
Villa,5,1,2447,3088,NEAR OCEAN,1928,2479611,True,False
Apartment,5,1,3718,2316,INLAND,1929,1116744,True,False
Apartment,1,3,3892,14010,INLAND,1928,1241664,True,True
Apartment,5,2,2369,8238,NEAR OCEAN,1985,476456,True,False
Villa,5,2,3102,14746,NEAR BAY,1910,2856989,True,False
Condo,5,2,1850,9970,<1H OCEAN,1948,102382,False,True
Villa,1,1,3367,2394,NEAR OCEAN,1983,2233833,True,False
Condo,5,1,1729,7315,NEAR OCEAN,2004,932257,True,False
Condo,3,3,1329,11765,NEAR OCEAN,1977,2537250,False,False
Apartment,1,3,3794,14145,<1H OCEAN,1990,1013046,True,False
Townhouse,2,2,3347,3062,NEAR BAY,1963,2473833,False,False
House,5,3,2056,12388,<1H OCEAN,2021,2656690,True,True
Apartment,4,2,2219,4423,INLAND,1937,1271729,False,True
Apartment,1,1,2805,12605,INLAND,1959,1780034,True,False
Townhouse,2,3,2130,6551,NEAR OCEAN,1967,2009992,True,False
House,3,2,3357,6371,INLAND,1906,702037,False,False
Villa,2,1,1223,7674,<1H OCEAN,1993,101018,False,True
Villa,5,2,949,5581,INLAND,1973,2647131,False,True
Apartment,4,3,2313,8548,INLAND,1906,2275624,False,False
House,5,2,3515,6258,NEAR BAY,1904,2739070,False,False
Apartment,2,1,3793,11834,<1H OCEAN,1967,506877,True,True
Condo,1,3,1870,6895,INLAND,1946,103300,True,False
Apartment,4,1,3159,8947,<1H OCEAN,1935,1780305,True,False
Apartment,4,3,938,9784,INLAND,1914,1040043,False,True
Villa,2,2,3769,9236,NEAR BAY,1938,2729850,True,False
Villa,5,1,2670,7228,INLAND,1937,1400143,True,False
Villa,2,1,2861,14467,NEAR OCEAN,1935,1278138,False,False
Condo,4,2,2795,3542,NEAR BAY,2014,1119789,True,False
Villa,2,1,3618,4899,INLAND,1901,1073429,True,False
House,4,1,2571,12226,NEAR OCEAN,1914,2774623,True,False
Townhouse,5,1,2713,3478,INLAND,1983,1636215,False,False
House,1,1,2342,11203,NEAR OCEAN,1954,2657151,True,False
House,1,2,2374,11623,NEAR BAY,1997,1342212,False,False
Villa,2,1,984,13448,INLAND,1976,638978,True,False
Townhouse,4,1,1938,10648,<1H OCEAN,1959,1288502,True,False
Townhouse,1,1,2957,7010,INLAND,1924,2968943,False,False
Townhouse,4,3,2400,13256,<1H OCEAN,1913,1707368,False,True
Condo,5,3,1542,6051,NEAR BAY,2004,2377158,True,True
Villa,2,2,3128,5576,<1H OCEAN,2011,1571289,False,True
Townhouse,4,2,3390,9835,NEAR OCEAN,2017,964785,False,False
Condo,2,2,885,10095,<1H OCEAN,1908,2853136,True,False
Apartment,4,1,937,8653,NEAR BAY,1948,2728382,False,False
Apartment,4,3,876,4292,NEAR BAY,2017,747653,False,False
Condo,5,3,2791,6879,<1H OCEAN,1934,1463753,True,False
Condo,2,2,1960,9205,NEAR OCEAN,1985,137924,False,False
Villa,3,3,3822,3138,NEAR BAY,1904,2670209,False,False
Villa,4,2,1575,4545,INLAND,2007,466405,True,True
Apartment,4,1,1816,11552,NEAR BAY,2000,229782,False,False
Townhouse,1,3,896,5190,INLAND,1977,760840,False,False
Apartment,2,1,1794,10247,<1H OCEAN,1916,2968567,False,True
Townhouse,3,1,2354,6519,NEAR OCEAN,1968,987666,False,False
Townhouse,5,3,3645,13383,INLAND,1976,2612681,False,False
Villa,3,2,1832,14337,NEAR OCEAN,2022,2566673,False,False
House,5,3,882,13628,NEAR OCEAN,1953,1354940,False,False
House,3,1,2894,12151,<1H OCEAN,1946,1655909,True,True
Condo,3,2,2335,12321,NEAR BAY,1994,2942242,True,True
Villa,2,1,1229,6977,NEAR BAY,1948,1683249,True,False
Townhouse,1,2,1913,8704,NEAR BAY,1973,1201652,True,True
House,3,3,1312,8191,NEAR OCEAN,2011,1580604,False,True
Townhouse,4,1,2722,7765,NEAR BAY,1961,1290451,False,False
House,4,2,2497,10429,NEAR BAY,1922,1483731,True,False
House,4,2,2488,5039,<1H OCEAN,1992,2102339,False,False
House,1,3,3360,10580,NEAR BAY,1915,523134,False,False
Villa,3,2,2714,13598,NEAR OCEAN,1980,2918015,False,True
Apartment,5,2,1457,10876,<1H OCEAN,1906,655215,True,True
Townhouse,5,1,3520,5983,NEAR BAY,1942,1232545,True,False
Villa,2,3,1446,2186,INLAND,1977,2738734,False,False
Villa,1,3,1597,12935,NEAR BAY,1943,289799,False,True
Villa,3,1,876,5428,NEAR OCEAN,1908,2261680,True,False
Villa,4,1,2928,12602,<1H OCEAN,1970,921429,True,False
Villa,1,1,2604,9758,NEAR BAY,1977,1517599,True,True
Condo,1,2,3401,13426,INLAND,1979,697218,False,False
Townhouse,3,3,3483,8754,NEAR BAY,1959,1160553,True,False
Villa,2,3,1541,5388,<1H OCEAN,1909,286476,False,False
Townhouse,2,3,2025,7069,<1H OCEAN,1904,637162,True,True
Condo,2,2,3693,4934,<1H OCEAN,1950,2960960,True,False
Condo,4,3,2270,6371,<1H OCEAN,1906,829677,True,True
Townhouse,4,3,906,8934,<1H OCEAN,1921,167169,True,False
House,3,3,1764,7987,NEAR OCEAN,1923,2958133,False,False
Apartment,2,3,2115,8859,INLAND,2003,1070155,False,False
House,3,1,2626,5969,INLAND,1941,1083683,True,False
House,2,2,1485,14186,INLAND,2022,210955,True,True
House,1,3,1740,14764,NEAR OCEAN,1921,646432,True,False
Villa,5,3,1111,13441,<1H OCEAN,2018,2368169,False,True
Condo,5,3,3446,4751,NEAR BAY,1934,1622275,False,True
House,2,3,3531,10173,NEAR OCEAN,2009,2881185,False,False
Condo,3,3,1432,3575,<1H OCEAN,2015,569912,False,False
Townhouse,4,1,1467,8503,NEAR OCEAN,1954,1848438,True,False
Apartment,2,1,1398,3259,NEAR BAY,2017,768028,True,True
Townhouse,2,2,2249,3056,NEAR BAY,1902,2902653,False,False
Townhouse,4,2,1214,7660,INLAND,2010,2095579,True,False
Villa,2,3,2342,10736,NEAR OCEAN,2005,2943404,True,False
Apartment,1,3,1571,8243,NEAR BAY,1970,816578,True,False
Townhouse,4,1,1183,8800,<1H OCEAN,1918,2594973,True,False
Townhouse,1,2,3903,2329,INLAND,1941,2974323,True,False
Apartment,5,3,3387,4169,NEAR BAY,1945,2003850,True,False
Apartment,4,3,2595,11770,INLAND,1971,1497973,False,True
Townhouse,4,3,1286,5006,<1H OCEAN,1986,576952,False,False
Apartment,3,2,2579,7840,<1H OCEAN,1919,800406,False,False
Townhouse,3,1,3111,9145,NEAR OCEAN,1932,1424685,False,False
Townhouse,4,1,829,4523,<1H OCEAN,1905,1450994,True,False
Villa,5,3,3746,12981,<1H OCEAN,1914,2971917,True,False
House,2,3,929,6222,<1H OCEAN,1968,579829,False,False
Townhouse,3,3,1893,4915,INLAND,1977,2181276,True,False
Condo,5,3,918,11964,<1H OCEAN,1972,2205766,False,False
House,5,3,3174,12330,INLAND,1989,2094525,False,False
House,3,2,3941,7674,NEAR BAY,1995,1793316,True,False
House,2,1,1007,3956,NEAR BAY,1930,1788006,True,True
Villa,3,2,890,8189,INLAND,1905,2727005,False,True
Townhouse,5,2,919,4072,INLAND,1900,1576860,False,False
Villa,1,3,1781,12588,<1H OCEAN,1918,427838,True,False
Townhouse,3,2,1006,13007,<1H OCEAN,1914,914214,False,False
Villa,5,1,1205,2872,INLAND,1933,2257694,False,False
Villa,3,3,3615,9497,NEAR OCEAN,1963,706965,True,False
Condo,5,1,3394,8004,NEAR OCEAN,1982,1640380,False,False
Villa,2,2,2971,8437,NEAR OCEAN,1948,1567442,False,False
Apartment,5,3,911,14533,NEAR BAY,1974,2997880,False,True
Condo,4,1,3857,9333,<1H OCEAN,1981,305516,True,False
Villa,1,1,3830,10448,INLAND,1987,119695,False,False
House,5,3,1413,6917,NEAR BAY,1945,159252,False,False
Apartment,3,1,1744,6032,NEAR BAY,1950,584344,False,False
Apartment,3,3,2209,5260,<1H OCEAN,1972,1470190,True,False
Apartment,5,3,1505,9166,INLAND,1910,672594,True,False
Condo,4,2,2576,10885,NEAR OCEAN,2006,621028,True,False
Villa,5,1,2994,9442,<1H OCEAN,1903,982701,False,False
Villa,2,3,2979,6037,NEAR BAY,1981,2849462,False,False
House,4,2,3579,9201,NEAR BAY,2007,2654959,True,True
House,5,2,3697,2555,NEAR BAY,1986,2519031,True,False
Apartment,1,3,903,14148,NEAR BAY,1940,1483978,True,False
House,4,3,3400,7609,NEAR OCEAN,2000,1089751,False,False
Condo,5,1,3415,8642,INLAND,1963,130100,False,False
Villa,1,1,1561,11469,NEAR OCEAN,1900,2765578,False,False
Apartment,5,1,3774,7228,NEAR BAY,1988,932413,False,False
House,2,3,3509,14401,INLAND,1908,1556587,False,False
Condo,3,2,1743,11139,<1H OCEAN,1938,2799628,True,False
Condo,5,2,1647,6580,<1H OCEAN,1964,1630279,False,False
House,4,3,3743,6373,NEAR OCEAN,2015,1561349,True,False
Villa,5,1,968,2397,<1H OCEAN,1916,1120289,True,True
House,5,2,3404,2221,NEAR BAY,1966,1323894,True,False
Apartment,5,2,1784,4365,INLAND,1986,1282165,False,True
House,5,1,1907,3777,INLAND,1900,492733,True,False
Condo,4,2,3367,6060,NEAR OCEAN,1923,401025,False,True
House,4,1,906,5954,INLAND,1976,1694826,True,False
Villa,5,2,1684,13714,<1H OCEAN,2021,432508,True,False
Townhouse,3,2,3505,7728,NEAR OCEAN,1919,2434756,False,False
House,5,2,2878,14630,NEAR BAY,1963,1454053,False,False
Villa,4,1,1046,2774,NEAR OCEAN,1919,1740975,True,False
Villa,2,2,3773,2339,<1H OCEAN,1975,2290459,True,False
Condo,5,2,2353,2006,<1H OCEAN,1980,1511913,False,False
Villa,5,2,2802,3296,<1H OCEAN,1984,1274756,True,False
Villa,5,3,2871,2287,NEAR OCEAN,1939,1212442,False,False
Villa,5,2,1297,2892,NEAR OCEAN,1987,2431977,False,False
Villa,1,2,1653,8990,INLAND,1929,742456,True,False
Apartment,5,1,1103,10908,NEAR OCEAN,1922,1106293,False,False
Apartment,4,1,2221,6279,NEAR BAY,1922,2747711,True,False
Condo,4,3,1115,3853,NEAR OCEAN,2019,318329,True,False
House,1,1,2684,2569,INLAND,1955,944239,False,False
Villa,5,1,1077,6718,NEAR BAY,1946,274473,False,False
House,3,1,1341,10834,NEAR BAY,1916,1776432,True,False
House,5,3,1588,5672,NEAR OCEAN,1901,1602081,True,True
Condo,4,3,1155,14272,INLAND,2005,1753313,False,False
Villa,2,2,2347,8991,INLAND,1987,856764,True,False
Villa,2,2,2026,8773,NEAR BAY,1932,1617805,True,False
Townhouse,3,1,1049,13520,NEAR BAY,2020,2330138,True,False
House,5,2,902,4551,INLAND,2020,2971939,False,False
House,1,2,2291,2109,<1H OCEAN,2008,586685,True,False
Apartment,5,3,2882,5650,<1H OCEAN,2007,2992988,True,False
Townhouse,3,3,1331,5219,NEAR OCEAN,1914,2379627,False,False
Apartment,3,2,1358,2731,INLAND,1931,1525569,False,False
Apartment,3,2,2419,14501,NEAR BAY,2005,1821677,True,False
Apartment,2,2,2091,13235,<1H OCEAN,1933,2722615,True,False
Condo,5,1,3924,7693,NEAR BAY,1959,2320887,False,False
Condo,5,3,1584,10759,NEAR BAY,1985,992154,False,False
Apartment,1,2,817,13240,INLAND,1930,1316856,False,False
Townhouse,3,2,1927,7556,NEAR BAY,1914,2334648,True,False
House,3,1,951,9104,INLAND,1919,735480,True,False
Townhouse,4,3,2500,13063,NEAR BAY,2005,2941593,False,False
Villa,4,1,3863,11549,<1H OCEAN,1986,517662,False,False
Condo,2,1,1672,9263,INLAND,1930,1398636,False,False
House,5,2,2237,3071,NEAR BAY,1901,1664321,True,False
House,1,1,1907,9973,NEAR OCEAN,1912,798895,True,False
Villa,1,1,2131,9445,NEAR OCEAN,2005,500559,True,False
Villa,3,2,1974,7071,NEAR OCEAN,1995,1716023,False,False
Apartment,1,3,1348,9370,NEAR OCEAN,2012,1386065,False,True
Condo,3,2,3226,4246,<1H OCEAN,1915,2955388,False,False
Condo,5,3,3305,12747,<1H OCEAN,1914,451270,True,True
Townhouse,1,1,3200,12568,NEAR OCEAN,1924,1726470,False,False
Apartment,3,1,2487,3920,NEAR BAY,1975,2460528,False,False
Apartment,5,2,2691,8012,<1H OCEAN,1927,124214,True,False
Apartment,5,2,1175,10315,NEAR OCEAN,2004,1931435,True,False
Apartment,3,2,1007,8343,<1H OCEAN,1911,963308,False,False
Condo,3,1,2385,2074,<1H OCEAN,2020,942308,False,False
Condo,2,1,1259,3988,NEAR BAY,1984,1629998,False,False
Apartment,5,3,3377,10348,NEAR BAY,1975,208020,True,False
Townhouse,3,2,3332,9287,INLAND,2014,1784421,True,False
House,5,1,921,5083,NEAR BAY,1953,2105155,True,False
House,1,3,3641,5818,NEAR OCEAN,1957,1424246,True,False
Townhouse,4,2,2829,14230,INLAND,2012,258465,True,True
Apartment,4,2,1943,5691,NEAR OCEAN,1915,1039780,True,False
Condo,3,3,1050,14171,NEAR BAY,1961,844487,False,False
House,3,3,2662,7239,NEAR BAY,1973,2684527,True,False
Villa,5,3,2122,10274,<1H OCEAN,2019,2907231,True,False
Villa,3,1,2894,14980,NEAR OCEAN,1909,703174,False,False
Townhouse,5,2,1695,5065,INLAND,2015,1904216,True,False
Apartment,3,2,3092,9954,NEAR BAY,1965,351432,False,True
House,5,3,2547,4233,INLAND,1990,221004,False,False
Apartment,3,1,1523,11976,NEAR BAY,1951,534337,True,False
House,2,3,2623,4090,NEAR BAY,1929,1639986,True,False
Townhouse,5,1,1017,7628,<1H OCEAN,1996,2982794,False,False
Townhouse,2,2,2819,6168,INLAND,1915,555037,True,True
Villa,2,2,3610,6012,NEAR BAY,1909,2891129,True,False
Apartment,2,1,2656,3877,NEAR BAY,1914,1374665,False,False
Villa,2,2,2137,9186,<1H OCEAN,1925,2592450,True,True
Apartment,1,2,2516,8308,NEAR BAY,1960,2812779,True,False
Villa,4,3,1403,4314,<1H OCEAN,2019,1808388,True,False
Condo,1,1,1089,11655,<1H OCEAN,1914,817061,True,False
Condo,3,2,1401,7247,<1H OCEAN,1905,1485907,False,True
Condo,3,2,3843,5992,NEAR BAY,1980,1267766,True,False
Condo,4,1,3543,4914,<1H OCEAN,2008,728148,False,False
House,4,2,2401,13716,INLAND,1900,2520295,False,False
Condo,4,1,1409,13564,INLAND,2013,1002728,False,False
Townhouse,2,1,3153,11533,INLAND,1986,1062977,False,False
Townhouse,1,3,1335,5934,INLAND,1997,2090562,True,False
House,3,1,1556,4701,<1H OCEAN,1934,2067569,True,True
Condo,1,3,3861,6044,NEAR OCEAN,2006,1019194,False,True
Condo,1,2,1153,2033,NEAR BAY,1988,2864272,False,True
Condo,1,1,1534,4145,NEAR BAY,1900,2988427,False,False
Villa,4,3,1034,8459,NEAR OCEAN,1988,1512762,False,False
Apartment,4,1,1105,9487,NEAR OCEAN,1937,2499014,False,True
Villa,3,2,1933,14997,NEAR BAY,1979,776048,True,False
Apartment,3,3,3161,11471,NEAR BAY,2010,2894568,True,False
Condo,3,3,3795,7673,NEAR OCEAN,1940,2426623,False,False
Condo,1,3,1836,2404,INLAND,1911,1237643,True,False
Villa,4,2,3674,6711,<1H OCEAN,1963,1981610,True,False
Villa,2,3,3014,3924,NEAR BAY,1909,574115,False,False
Apartment,1,2,852,12049,NEAR BAY,1926,2676434,False,False
Townhouse,5,2,2009,9621,NEAR BAY,2019,1860549,True,False
Apartment,1,1,1075,2881,INLAND,1938,2889938,False,False
Villa,4,2,3294,8023,INLAND,2005,281807,True,False
Villa,5,3,3199,13073,NEAR BAY,1970,1107567,True,False
House,1,3,2857,4902,INLAND,1969,2815427,True,False
Villa,4,2,3257,11789,NEAR BAY,1944,2225080,False,True
House,4,2,946,12131,<1H OCEAN,1910,2176804,False,False
Townhouse,2,1,3676,3245,INLAND,1923,2017769,True,False
Apartment,1,1,2668,10631,<1H OCEAN,1956,2911217,True,False
Apartment,4,3,1429,14819,NEAR OCEAN,1939,2163885,False,False
House,3,2,2753,13016,NEAR BAY,1988,2069843,False,False
Apartment,4,3,1651,7367,INLAND,1936,2287350,False,False
Villa,2,2,1227,2115,<1H OCEAN,1902,2328092,True,False
Condo,4,3,1287,6500,INLAND,1967,1387215,False,False
House,1,3,2353,11470,NEAR OCEAN,1967,2379266,True,False
Apartment,1,3,2200,2296,<1H OCEAN,2020,1760728,True,False
House,5,2,2561,9692,NEAR OCEAN,2004,1169728,False,False
House,1,1,3983,4948,NEAR OCEAN,1900,2775205,True,False
Condo,5,1,1383,10127,<1H OCEAN,1993,2977076,True,False
Villa,3,2,3503,4605,INLAND,1978,474084,False,True
House,2,1,1415,8477,<1H OCEAN,1944,2668666,True,False
Apartment,3,3,1014,9921,NEAR OCEAN,1930,646297,True,False
Townhouse,5,2,3839,3094,NEAR BAY,1936,2115877,False,False
House,4,2,1309,7101,<1H OCEAN,2013,1578808,True,True
House,4,1,1310,3074,NEAR BAY,1968,2683364,True,False
Condo,3,1,825,2015,INLAND,1942,2983662,True,False
Villa,4,3,3040,3527,<1H OCEAN,1984,2378831,False,False
Townhouse,5,2,2785,10242,NEAR BAY,1998,1230044,False,False
Apartment,2,1,2950,5199,NEAR OCEAN,1903,2757872,True,False
Townhouse,1,2,2028,13433,INLAND,1970,1344192,True,False
Apartment,5,3,3258,11795,NEAR BAY,2021,860867,False,False
Villa,5,3,2595,9800,INLAND,1928,2401749,True,False
Apartment,1,3,3592,13228,<1H OCEAN,1999,658978,False,False
Condo,1,2,2898,12977,NEAR BAY,1998,1710840,True,True
Condo,2,2,1142,3992,<1H OCEAN,1995,1732098,False,True
Condo,2,2,2223,4953,<1H OCEAN,2005,1776140,False,False
Condo,2,2,3049,8471,NEAR OCEAN,2015,2162947,False,False
Townhouse,4,2,1099,7822,NEAR BAY,1910,2845194,False,False
Villa,5,3,945,2931,NEAR BAY,2013,1228478,True,False
Apartment,1,3,3617,4015,NEAR BAY,1932,1622708,True,True
Apartment,5,3,1261,8444,INLAND,1952,2510111,False,True
Condo,5,1,2763,9418,INLAND,2004,643076,False,False
Condo,2,3,1715,14805,INLAND,2020,2560389,True,False
House,2,2,1623,8405,INLAND,1916,2083672,True,False
Villa,5,3,3351,4138,NEAR BAY,1911,2175392,True,False
Townhouse,2,1,2711,6289,NEAR BAY,1900,763862,True,False
Apartment,4,1,2998,5400,INLAND,1955,1582398,True,False
House,1,1,2139,11279,NEAR OCEAN,1922,794806,False,False
House,5,1,3046,14228,NEAR BAY,1906,1869066,True,False
Apartment,1,1,3276,10417,INLAND,1977,1856773,True,False
